AnimalID,features_values_dog,gp1,gp2
A710028,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A717791,Basenji Mix,Mix,Hound
A696818,American Staffordshire Terrier Mix,Mix,Terrier
A706568,Pit Bull Mix,Mix,Pit Bull
A706291,Pit Bull Mix,Mix,Pit Bull
A666084,Labrador Retriever/Rottweiler,Sporting,Working
A685765,Chihuahua Shorthair Mix,Mix,Toy
A669604,American Bulldog Mix,Non-Sporting,Mix
A643507,Pit Bull Mix,Mix,Pit Bull
A695959,Labrador Retriever Mix,Mix,Sporting
A673620,Chihuahua Shorthair,Toy,Toy
A719408,Anatol Shepherd/Labrador Retriever,Mix,Herding
A684485,Labrador Retriever Mix,Mix,Sporting
A715767,Yorkshire Terrier/Border Terrier,Toy,Terrier
A712021,Labrador Retriever Mix,Mix,Sporting
A674417,Chihuahua Shorthair Mix,Mix,Toy
A711572,Chihuahua Shorthair Mix,Mix,Toy
A650344,Boxer/Pit Bull,Pit Bull,Working
A720765,Pit Bull Mix,Mix,Pit Bull
A707786,Chihuahua Shorthair Mix,Mix,Toy
A708473,Labrador Retriever Mix,Mix,Sporting
A698453,Great Pyrenees Mix,Mix,Working
A657228,Pit Bull Mix,Mix,Pit Bull
A682401,Chihuahua Shorthair Mix,Mix,Toy
A678331,Miniature Schnauzer Mix,Mix,Terrier
A688352,Parson Russell Terrier Mix,Mix,Terrier
A696451,Chihuahua Shorthair Mix,Mix,Toy
A714525,Golden Retriever Mix,Mix,Sporting
A667662,Maltese/Papillon,Toy,Toy
A665203,Shih Tzu/Affenpinscher,Toy,Toy
A597131,Bluetick Hound Mix,Mix,Hound
A675874,Beagle Mix,Mix,Hound
A695130,Yorkshire Terrier Mix,Mix,Toy
A707723,Golden Retriever Mix,Mix,Sporting
A719220,Yorkshire Terrier Mix,Mix,Toy
A620378,Australian Kelpie Mix,Mix,Working
A707411,Australian Shepherd Mix,Mix,Herding
A666753,Miniature Schnauzer/Miniature Poodle,Non-Sporting,Terrier
A674253,Boston Terrier Mix,Non-Sporting,Mix
A688285,Chihuahua Shorthair Mix,Mix,Toy
A686689,Dachshund,Hound,Hound
A674101,Beagle Mix,Mix,Hound
A683780,Labrador Retriever Mix,Mix,Sporting
A668866,Labrador Retriever Mix,Mix,Sporting
A667632,Miniature Poodle Mix,Non-Sporting,Mix
A689637,Miniature Pinscher Mix,Mix,Toy
A700654,Chihuahua Shorthair Mix,Mix,Toy
A696011,Australian Cattle Dog/German Shepherd,Herding,Herding
A714057,Chihuahua Shorthair Mix,Mix,Toy
A631764,Jack Russell Terrier Mix,Unknown,Mix
A695328,Schipperke Mix,Non-Sporting,Mix
A605315,American Pit Bull Terrier,Unknown,Unknown
A713123,Beagle Mix,Mix,Hound
A672146,Pit Bull Mix,Mix,Pit Bull
A629484,Labrador Retriever Mix,Mix,Sporting
A687480,Flat Coat Retriever Mix,Mix,Sporting
A718109,Australian Cattle Dog Mix,Mix,Herding
A688081,German Shepherd Mix,Mix,Herding
A714157,American Foxhound Mix,Mix,Hound
A688671,Labrador Retriever Mix,Mix,Sporting
A687782,Pit Bull Mix,Mix,Pit Bull
A689100,Chihuahua Longhair Mix,Mix,Toy
A701878,Labrador Retriever Mix,Mix,Sporting
A710159,Labrador Retriever Mix,Mix,Sporting
A686415,Flat Coat Retriever Mix,Mix,Sporting
A698477,Chihuahua Shorthair Mix,Mix,Toy
A717418,Pit Bull Mix,Mix,Pit Bull
A695342,Australian Shepherd/Chihuahua Shorthair,Herding,Toy
A676309,Labrador Retriever Mix,Mix,Sporting
A700097,Labrador Retriever/Boxer,Sporting,Working
A665744,Boxer Mix,Mix,Working
A704686,Labrador Retriever Mix,Mix,Sporting
A664362,Rottweiler,Working,Working
A720481,Border Collie Mix,Mix,Herding
A674999,Cardigan Welsh Corgi Mix,Mix,Herding
A716135,Redbone Hound Mix,Mix,Hound
A664468,Chesa Bay Retr Mix,Unknown,Mix
A696807,German Shepherd Mix,Mix,Herding
A695907,Border Collie Mix,Mix,Herding
A696407,Chihuahua Shorthair Mix,Mix,Toy
A703330,Pomeranian Mix,Mix,Toy
A649802,Rottweiler,Working,Working
A719119,Australian Kelpie Mix,Mix,Working
A691650,Siberian Husky Mix,Mix,Working
A719570,Pit Bull Mix,Mix,Pit Bull
A666425,Border Collie/Labrador Retriever,Herding,Sporting
A702462,Australian Shepherd Mix,Mix,Herding
A674550,American Bulldog/Pit Bull,Non-Sporting,Pit Bull
A680548,Great Pyrenees Mix,Mix,Working
A684496,Labrador Retriever Mix,Mix,Sporting
A718177,Border Collie Mix,Mix,Herding
A698647,Miniature Pinscher Mix,Mix,Toy
A615391,German Shepherd Mix,Mix,Herding
A668501,Miniature Poodle Mix,Non-Sporting,Mix
A664499,Australian Cattle Dog Mix,Mix,Herding
A704568,Labrador Retriever Mix,Mix,Sporting
A674024,Chihuahua Longhair Mix,Mix,Toy
A698668,Australian Cattle Dog/Dachshund,Herding,Hound
A693165,Jack Russell Terrier Mix,Unknown,Mix
A670174,Pit Bull Mix,Mix,Pit Bull
A516259,Pit Bull,Pit Bull,Pit Bull
A686836,Pit Bull Mix,Mix,Pit Bull
A710310,Labrador Retriever Mix,Mix,Sporting
A692163,Border Terrier Mix,Mix,Terrier
A670095,German Shepherd/Alaskan Malamute,Herding,Working
A710174,Boston Terrier Mix,Non-Sporting,Mix
A718744,Rottweiler Mix,Mix,Working
A678166,Chihuahua Shorthair Mix,Mix,Toy
A663864,American Bulldog Mix,Non-Sporting,Mix
A706207,Labrador Retriever Mix,Mix,Sporting
A700901,Lhasa Apso Mix,Non-Sporting,Mix
A707013,Border Collie,Herding,Herding
A689623,Pit Bull Mix,Mix,Pit Bull
A692247,Plott Hound/Labrador Retriever,Sporting,Hound
A692911,Australian Shepherd Mix,Mix,Herding
A698851,Chihuahua Shorthair Mix,Mix,Toy
A701695,Pit Bull Mix,Mix,Pit Bull
A667079,Chihuahua Shorthair Mix,Mix,Toy
A681921,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A355753,Beagle Mix,Mix,Hound
A588789,Border Collie Mix,Mix,Herding
A692478,Pit Bull Mix,Mix,Pit Bull
A677843,Siberian Husky Mix,Mix,Working
A681479,Plott Hound/Labrador Retriever,Sporting,Hound
A677593,Labrador Retriever Mix,Mix,Sporting
A715071,Pit Bull Mix,Mix,Pit Bull
A666749,Dachshund Mix,Mix,Hound
A632814,Pit Bull,Pit Bull,Pit Bull
A700631,Pit Bull Mix,Mix,Pit Bull
A652030,Labrador Retriever Mix,Mix,Sporting
A705062,Pit Bull Mix,Mix,Pit Bull
A698158,Plott Hound Mix,Mix,Hound
A670697,Papillon Mix,Mix,Toy
A704998,Anatol Shepherd Mix,Mix,Herding
A686635,Pit Bull Mix,Mix,Pit Bull
A665414,Australian Cattle Dog/German Shepherd,Herding,Herding
A669108,Toy Poodle Mix,Mix,Toy
A692635,Golden Retriever Mix,Mix,Sporting
A478560,Australian Cattle Dog Mix,Mix,Herding
A711310,Miniature Schnauzer Mix,Mix,Terrier
A698903,Chihuahua Shorthair/Cavalier Span,Unknown,Toy
A664635,Shih Tzu,Toy,Toy
A676946,Siberian Husky/Beagle,Hound,Working
A685040,Australian Cattle Dog Mix,Mix,Herding
A691219,American Bulldog Mix,Non-Sporting,Mix
A712279,Chihuahua Shorthair Mix,Mix,Toy
A667788,Chihuahua Shorthair Mix,Mix,Toy
A717308,Pointer Mix,Mix,Sporting
A718565,Chihuahua Shorthair Mix,Mix,Toy
A689725,Great Dane/Labrador Retriever,Sporting,Working
A713085,Labrador Retriever Mix,Mix,Sporting
A716273,Irish Wolfhound/Great Dane,Hound,Working
A720145,German Shepherd/Chow Chow,Non-Sporting,Herding
A676434,Staffordshire/Labrador Retriever,Sporting,Terrier
A708964,Cocker Spaniel/Miniature Poodle,Non-Sporting,Sporting
A718055,Pit Bull Mix,Mix,Pit Bull
A680733,German Shepherd/Australian Cattle Dog,Herding,Herding
A705595,Pit Bull Mix,Mix,Pit Bull
A668593,Weimaraner Mix,Mix,Sporting
A577781,Australian Shepherd Mix,Mix,Herding
A666508,Labrador Retriever Mix,Mix,Sporting
A666649,Chihuahua Shorthair Mix,Mix,Toy
A667472,Dachshund Mix,Mix,Hound
A620311,Anatol Shepherd Mix,Mix,Herding
A699466,Collie Smooth Mix,Mix,Herding
A687362,Miniature Poodle Mix,Non-Sporting,Mix
A679512,Boxer Mix,Mix,Working
A689489,Chihuahua Shorthair/Manchester Terrier,Toy,Terrier
A676753,Labrador Retriever/Australian Cattle Dog,Sporting,Herding
A701281,Pit Bull Mix,Mix,Pit Bull
A712455,Miniature Pinscher Mix,Mix,Toy
A690233,Chihuahua Shorthair Mix,Mix,Toy
A711998,Plott Hound Mix,Mix,Hound
A459161,Shih Tzu Mix,Mix,Toy
A463218,Basset Hound,Hound,Hound
A709205,Border Collie Mix,Mix,Herding
A719485,Labrador Retriever Mix,Mix,Sporting
A682588,Staffordshire Mix,Mix,Terrier
A670736,Bull Terrier Mix,Mix,Terrier
A453083,Border Collie Mix,Mix,Herding
A690279,Carolina Dog Mix,Unknown,Mix
A715221,Catahoula Mix,Mix,Herding
A697163,Labrador Retriever/Anatol Shepherd,Mix,Sporting
A688972,Rat Terrier/Chihuahua Shorthair,Toy,Terrier
A681466,Cardigan Welsh Corgi Mix,Mix,Herding
A691822,Labrador Retriever Mix,Mix,Sporting
A719969,Siberian Husky Mix,Mix,Working
A681485,Rottweiler/Labrador Retriever,Sporting,Working
A664511,Miniature Pinscher Mix,Mix,Toy
A701470,Chihuahua Shorthair Mix,Mix,Toy
A685782,Rat Terrier/Chihuahua Shorthair,Toy,Terrier
A691258,Great Pyrenees Mix,Mix,Working
A706790,Chihuahua Shorthair Mix,Mix,Toy
A692772,Carolina Dog Mix,Unknown,Mix
A552088,Labrador Retriever Mix,Mix,Sporting
A712162,Labrador Retriever/Catahoula,Sporting,Herding
A636714,Siberian Husky Mix,Mix,Working
A685552,Golden Retriever Mix,Mix,Sporting
A689660,Border Collie Mix,Mix,Herding
A683777,Dachshund Mix,Mix,Hound
A673075,Lhasa Apso Mix,Non-Sporting,Mix
A670935,Miniature Poodle Mix,Non-Sporting,Mix
A699035,Pit Bull Mix,Mix,Pit Bull
A668906,Australian Cattle Dog Mix,Mix,Herding
A684402,German Shepherd Mix,Mix,Herding
A681879,Cairn Terrier/Chihuahua Shorthair,Toy,Terrier
A671856,Black/Tan Hound Mix,Mix,Hound
A705836,German Shepherd/Labrador Retriever,Herding,Sporting
A710156,Labrador Retriever Mix,Mix,Sporting
A681090,Chihuahua Shorthair/Dachshund,Hound,Toy
A590290,Border Terrier Mix,Mix,Terrier
A680295,Boxer Mix,Mix,Working
A675917,Australian Cattle Dog Mix,Mix,Herding
A218622,Pug,Toy,Toy
A695842,Chihuahua Shorthair Mix,Mix,Toy
A676260,Chihuahua Longhair Mix,Mix,Toy
A673734,Norfolk Terrier Mix,Mix,Terrier
A690388,Miniature Schnauzer/Chihuahua Shorthair,Toy,Terrier
A687381,Pit Bull/Boxer,Pit Bull,Working
A706020,Toy Poodle Mix,Mix,Toy
A693068,Manchester Terrier Mix,Mix,Terrier
A664882,Great Pyrenees Mix,Mix,Working
A671450,Rat Terrier/Chihuahua Shorthair,Toy,Terrier
A711564,Cocker Spaniel Mix,Mix,Sporting
A696867,Pug/Beagle,Hound,Toy
A664453,Staffordshire Mix,Mix,Terrier
A669513,Pit Bull Mix,Mix,Pit Bull
A671263,Pembroke Welsh Corgi,Herding,Herding
A696595,Rat Terrier Mix,Mix,Terrier
A664047,Pug Mix,Mix,Toy
A719760,Pit Bull Mix,Mix,Pit Bull
A670166,German Shepherd Mix,Mix,Herding
A714357,Great Dane,Working,Working
A675373,American Bulldog Mix,Non-Sporting,Mix
A692539,Shetland Sheepdog Mix,Mix,Herding
A689955,Beagle Mix,Mix,Hound
A683044,Chihuahua Longhair Mix,Mix,Toy
A693974,German Shepherd Mix,Mix,Herding
A685715,Yorkshire Terrier Mix,Mix,Toy
A675927,Shiba Inu Mix,Non-Sporting,Mix
A685756,German Shepherd Mix,Mix,Herding
A695807,Chihuahua Shorthair Mix,Mix,Toy
A686006,Chihuahua Shorthair Mix,Mix,Toy
A683880,Belgian Tervuren Mix,Mix,Herding
A690490,Chihuahua Shorthair/Miniature Schnauzer,Toy,Terrier
A705044,Labrador Retriever Mix,Mix,Sporting
A679955,Pit Bull Mix,Mix,Pit Bull
A685804,Cardigan Welsh Corgi Mix,Mix,Herding
A674666,Yorkshire Terrier/Bruss Griffon,Unknown,Toy
A698832,Labrador Retriever Mix,Mix,Sporting
A609618,Shih Tzu Mix,Mix,Toy
A713874,Golden Retriever,Sporting,Sporting
A701030,Rottweiler,Working,Working
A701879,Miniature Poodle Mix,Non-Sporting,Mix
A590089,Rottweiler,Working,Working
A709475,Pit Bull Mix,Mix,Pit Bull
A689363,Bruss Griffon Mix,Unknown,Mix
A688282,Rhod Ridgeback/Labrador Retriever,Sporting,Hound
A683086,Australian Kelpie Mix,Mix,Working
A705628,Boxer Mix,Mix,Working
A678596,Chihuahua Shorthair Mix,Mix,Toy
A671246,Cairn Terrier Mix,Mix,Terrier
A709870,Weimaraner Mix,Mix,Sporting
A652785,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A677982,West Highland Mix,Unknown,Mix
A711941,Chihuahua Shorthair Mix,Mix,Toy
A691687,Australian Cattle Dog/Labrador Retriever,Herding,Sporting
A670912,Catahoula Mix,Mix,Herding
A678369,Labrador Retriever Mix,Mix,Sporting
A701249,English Bulldog/Pit Bull,Non-Sporting,Pit Bull
A695774,Maltese,Toy,Toy
A705807,Labrador Retriever Mix,Mix,Sporting
A710191,Miniature Poodle Mix,Non-Sporting,Mix
A701777,Australian Shepherd Mix,Mix,Herding
A684095,Labrador Retriever Mix,Mix,Sporting
A717871,Labrador Retriever Mix,Mix,Sporting
A682608,Labrador Retriever Mix,Mix,Sporting
A691595,Doberman Pinsch Mix,Mix,Working
A708783,Australian Cattle Dog/Staffordshire,Herding,Terrier
A672144,Dachshund Longhair Mix,Mix,Hound
A671373,Weimaraner Mix,Mix,Sporting
A603952,Chihuahua Shorthair,Toy,Toy
A686386,German Shepherd/Boxer,Herding,Working
A692124,Siberian Husky Mix,Mix,Working
A675199,Yorkshire Terrier,Toy,Toy
A663621,Border Collie Mix,Mix,Herding
A609952,Labrador Retriever Mix,Mix,Sporting
A717107,Doberman Pinsch/Labrador Retriever,Sporting,Working
A669781,Labrador Retriever/Chow Chow,Non-Sporting,Sporting
A666803,Beagle,Hound,Hound
A695158,Bedlington Terr Mix,Unknown,Mix
A714522,Staffordshire Mix,Mix,Terrier
A664984,Pit Bull Mix,Mix,Pit Bull
A716091,Queensland Heeler Mix,Mix,Herding
A700231,Pit Bull Mix,Mix,Pit Bull
A713824,Manchester Terrier Mix,Mix,Terrier
A664461,Dachshund Wirehair Mix,Mix,Hound
A509390,Dachshund Mix,Mix,Hound
A711612,Beauceron Mix,Mix,Herding
A688689,Chihuahua Shorthair Mix,Mix,Toy
A692540,Dachshund Mix,Mix,Hound
A615621,Pit Bull Mix,Mix,Pit Bull
A647578,Pit Bull Mix,Mix,Pit Bull
A690481,Pointer Mix,Mix,Sporting
A688478,Shih Tzu Mix,Mix,Toy
A688335,Labrador Retriever/Border Collie,Sporting,Herding
A666495,Jack Russell Terrier Mix,Unknown,Mix
A641520,Whippet Mix,Mix,Hound
A679083,Great Dane Mix,Mix,Working
A676380,Labrador Retriever Mix,Mix,Sporting
A661685,Labrador Retriever Mix,Mix,Sporting
A668499,Rat Terrier/Chihuahua Shorthair,Toy,Terrier
A679750,Weimaraner Mix,Mix,Sporting
A681851,Chihuahua Shorthair Mix,Mix,Toy
A673176,Jack Russell Terrier/Cavalier Span,Unknown,Unknown
A665416,Cairn Terrier Mix,Mix,Terrier
A687001,Australian Kelpie Mix,Mix,Working
A705085,Labrador Retriever Mix,Mix,Sporting
A656760,Labrador Retriever Mix,Mix,Sporting
A693147,Bullmastiff Mix,Mix,Working
A707435,German Shorthair Pointer Mix,Unknown,Mix
A673408,Chihuahua Shorthair Mix,Mix,Toy
A668717,Pit Bull Mix,Mix,Pit Bull
A665173,Pit Bull Mix,Mix,Pit Bull
A613536,Pit Bull Mix,Mix,Pit Bull
A716744,Chihuahua Shorthair/Italian Greyhound,Toy,Toy
A692144,Black Mouth Cur,Herding,Herding
A719780,Pit Bull Mix,Mix,Pit Bull
A706903,German Shepherd/Australian Shepherd,Herding,Herding
A718478,Chihuahua Shorthair Mix,Mix,Toy
A703618,Pit Bull Mix,Mix,Pit Bull
A688571,Pug Mix,Mix,Toy
A666235,Chihuahua Shorthair/Dachshund,Hound,Toy
A612451,Cairn Terrier Mix,Mix,Terrier
A671554,American Bulldog/Mastiff,Non-Sporting,Working
A665149,Chihuahua Shorthair Mix,Mix,Toy
A692514,Chihuahua Shorthair Mix,Mix,Toy
A670307,German Shepherd/Labrador Retriever,Herding,Sporting
A694860,Miniature Poodle Mix,Non-Sporting,Mix
A701248,Wire Hair Fox Terrier Mix,Unknown,Mix
A689638,Plott Hound Mix,Mix,Hound
A712207,Shih Tzu Mix,Mix,Toy
A711583,Pit Bull Mix,Mix,Pit Bull
A712578,Papillon Mix,Mix,Toy
A683815,Miniature Poodle Mix,Non-Sporting,Mix
A717433,Pit Bull Mix,Mix,Pit Bull
A665981,Chihuahua Longhair Mix,Mix,Toy
A691112,Labrador Retriever Mix,Mix,Sporting
A706504,Shih Tzu Mix,Mix,Toy
A666786,Australian Kelpie/Chinese Sharpei,Non-Sporting,Working
A715705,Bullmastiff Mix,Mix,Working
A716831,Labrador Retriever/Border Collie,Sporting,Herding
A706535,Catahoula Mix,Mix,Herding
A669252,Soft Coated Wheaten Terrier Mix,Unknown,Mix
A689506,Border Collie Mix,Mix,Herding
A677223,Chihuahua Shorthair Mix,Mix,Toy
A664553,Chinese Sharpei Mix,Non-Sporting,Mix
A685380,Rottweiler Mix,Mix,Working
A703856,Flat Coat Retriever Mix,Mix,Sporting
A715830,English Bulldog/Beagle,Non-Sporting,Hound
A715747,Pug Mix,Mix,Toy
A707432,Dachshund/Chihuahua Shorthair,Toy,Hound
A710403,Chihuahua Shorthair Mix,Mix,Toy
A681064,Doberman Pinsch,Working,Working
A699774,Australian Shepherd/Anatol Shepherd,Mix,Herding
A678375,German Shepherd/Labrador Retriever,Herding,Sporting
A716902,Miniature Poodle Mix,Non-Sporting,Mix
A711975,Chihuahua Shorthair/Miniature Schnauzer,Toy,Terrier
A690950,Boxer/Labrador Retriever,Sporting,Working
A696661,Chihuahua Shorthair Mix,Mix,Toy
A680318,Chihuahua Shorthair Mix,Mix,Toy
A680010,Rat Terrier/Pointer,Sporting,Terrier
A683684,Boston Terrier Mix,Non-Sporting,Mix
A675036,Chihuahua Shorthair/Dachshund,Hound,Toy
A670650,Jack Russell Terrier/Chihuahua Shorthair,Unknown,Toy
A681492,Australian Cattle Dog Mix,Mix,Herding
A719647,Lhasa Apso Mix,Non-Sporting,Mix
A673943,Miniature Pinscher Mix,Mix,Toy
A671076,Pit Bull Mix,Mix,Pit Bull
A370852,Chihuahua Shorthair Mix,Mix,Toy
A719074,Pit Bull Mix,Mix,Pit Bull
A667815,Chihuahua Shorthair Mix,Mix,Toy
A680210,Dachshund/Cavalier Span,Unknown,Hound
A708528,Pit Bull Mix,Mix,Pit Bull
A664564,Labrador Retriever Mix,Mix,Sporting
A667853,Bruss Griffon Mix,Unknown,Mix
A698572,Chihuahua Shorthair Mix,Mix,Toy
A695735,Golden Retriever/Standard Poodle,Non-Sporting,Sporting
A676865,Chihuahua Shorthair Mix,Mix,Toy
A689296,Pit Bull Mix,Mix,Pit Bull
A705527,Cairn Terrier Mix,Mix,Terrier
A691541,Pit Bull Mix,Mix,Pit Bull
A699962,Chihuahua Shorthair Mix,Mix,Toy
A696769,Labrador Retriever/Pointer,Sporting,Sporting
A688785,American Bulldog Mix,Non-Sporting,Mix
A666716,Pit Bull Mix,Mix,Pit Bull
A684112,Plott Hound Mix,Mix,Hound
A689238,Labrador Retriever Mix,Mix,Sporting
A717714,Pit Bull Mix,Mix,Pit Bull
A664275,Chihuahua Shorthair Mix,Mix,Toy
A701528,Dachshund/Beagle,Hound,Hound
A666703,Catahoula Mix,Mix,Herding
A698209,Yorkshire Terrier,Toy,Toy
A713727,Chihuahua Shorthair Mix,Mix,Toy
A696903,Chihuahua Longhair,Toy,Toy
A714906,Pit Bull Mix,Mix,Pit Bull
A642475,Chihuahua Shorthair Mix,Mix,Toy
A679597,Pit Bull/Labrador Retriever,Pit Bull,Sporting
A689707,Yorkshire Terrier/Chihuahua Shorthair,Toy,Toy
A665003,Chihuahua Shorthair Mix,Mix,Toy
A696010,Australian Cattle Dog/German Shepherd,Herding,Herding
A689228,Dachshund/Chihuahua Shorthair,Toy,Hound
A681565,Beagle Mix,Mix,Hound
A712022,Australian Shepherd Mix,Mix,Herding
A678849,Jack Russell Terrier Mix,Unknown,Mix
A697822,German Shepherd Mix,Mix,Herding
A700964,Shih Tzu Mix,Mix,Toy
A634508,Jack Russell Terrier/Australian Cattle Dog,Unknown,Herding
A696992,Australian Shepherd Mix,Mix,Herding
A680752,American Pit Bull Terrier Mix,Unknown,Mix
A677932,Chihuahua Shorthair Mix,Mix,Toy
A706997,Australian Cattle Dog Mix,Mix,Herding
A666246,Labrador Retriever Mix,Mix,Sporting
A670617,Australian Cattle Dog/Chinese Sharpei,Non-Sporting,Herding
A670910,Lhasa Apso,Non-Sporting,Non-Sporting
A700918,Chihuahua Shorthair/Dachshund,Hound,Toy
A689427,Pomeranian Mix,Mix,Toy
A694166,Rottweiler Mix,Mix,Working
A705627,Boxer Mix,Mix,Working
A720448,Pointer Mix,Mix,Sporting
A707640,Basset Hound Mix,Mix,Hound
A709610,Blue Lacy/Australian Kelpie,Herding,Working
A670070,Chihuahua Shorthair Mix,Mix,Toy
A669284,Pit Bull Mix,Mix,Pit Bull
A694556,Chihuahua Shorthair/Border Terrier,Toy,Terrier
A702472,Golden Retriever Mix,Mix,Sporting
A719551,Treeing Walker Coonhound Mix,Mix,Hound
A684471,Border Collie Mix,Mix,Herding
A696072,Manchester Terrier Mix,Mix,Terrier
A693610,Catahoula Mix,Mix,Herding
A676286,Australian Kelpie Mix,Mix,Working
A717314,Chihuahua Shorthair Mix,Mix,Toy
A701602,Chihuahua Shorthair Mix,Mix,Toy
A715112,Chihuahua Shorthair Mix,Mix,Toy
A696645,Chihuahua Shorthair Mix,Mix,Toy
A674075,Miniature Schnauzer Mix,Mix,Terrier
A687933,Chihuahua Shorthair Mix,Mix,Toy
A701756,Jack Russell Terrier/Chihuahua Shorthair,Unknown,Toy
A673246,Pug/Chihuahua Shorthair,Toy,Toy
A680455,Labrador Retriever Mix,Mix,Sporting
A669498,Pit Bull Mix,Mix,Pit Bull
A714732,Pointer/Labrador Retriever,Sporting,Sporting
A685828,Pit Bull Mix,Mix,Pit Bull
A677096,Basset Hound/Dachshund,Hound,Hound
A710477,Australian Cattle Dog/Cardigan Welsh Corgi,Herding,Herding
A709112,Pit Bull Mix,Mix,Pit Bull
A680883,Chinese Sharpei Mix,Non-Sporting,Mix
A701015,Pit Bull Mix,Mix,Pit Bull
A696152,Dachshund Mix,Mix,Hound
A693584,Yorkshire Terrier Mix,Mix,Toy
A708505,Pomeranian Mix,Mix,Toy
A680505,Pit Bull Mix,Mix,Pit Bull
A669834,German Shepherd Mix,Mix,Herding
A677186,German Shepherd/Alaskan Malamute,Herding,Working
A697706,Pointer Mix,Mix,Sporting
A673805,Labrador Retriever/Flat Coat Retriever,Sporting,Sporting
A618663,Whippet Mix,Mix,Hound
A687068,Chihuahua Shorthair Mix,Mix,Toy
A701098,Dachshund Longhair,Hound,Hound
A665341,Dachshund Mix,Mix,Hound
A674877,Miniature Poodle/Miniature Schnauzer,Non-Sporting,Terrier
A719149,Miniature Schnauzer,Terrier,Terrier
A721038,Border Collie Mix,Mix,Herding
A703313,Chihuahua Shorthair Mix,Mix,Toy
A669293,Newfoundland/Labrador Retriever,Sporting,Working
A673251,Chihuahua Shorthair/Wire Hair Fox Terrier,Unknown,Toy
A683191,German Shepherd Mix,Mix,Herding
A708030,Labrador Retriever Mix,Mix,Sporting
A669652,Chihuahua Shorthair Mix,Mix,Toy
A716265,Pug Mix,Mix,Toy
A664941,Pit Bull Mix,Mix,Pit Bull
A540828,Pit Bull,Pit Bull,Pit Bull
A683564,Lhasa Apso Mix,Non-Sporting,Mix
A668715,Labrador Retriever Mix,Mix,Sporting
A672554,Australian Cattle Dog/American Staffordshire Terrier,Herding,Terrier
A683111,German Shepherd Mix,Mix,Herding
A694661,Australian Cattle Dog/Pit Bull,Herding,Pit Bull
A692495,Chihuahua Shorthair Mix,Mix,Toy
A685922,German Shepherd Mix,Mix,Herding
A619157,Pit Bull Mix,Mix,Pit Bull
A693851,Chihuahua Shorthair Mix,Mix,Toy
A709034,Yorkshire Terrier Mix,Mix,Toy
A677732,Miniature Schnauzer/Miniature Poodle,Non-Sporting,Terrier
A665376,Chihuahua Shorthair Mix,Mix,Toy
A679605,Pit Bull Mix,Mix,Pit Bull
A645447,Boxer Mix,Mix,Working
A689521,Labrador Retriever Mix,Mix,Sporting
A669798,Mastiff Mix,Mix,Working
A665365,Jack Russell Terrier Mix,Unknown,Mix
A714493,Chow Chow Mix,Non-Sporting,Mix
A701007,Chihuahua Shorthair Mix,Mix,Toy
A718092,Manchester Terrier Mix,Mix,Terrier
A712726,Boxer Mix,Mix,Working
A685415,Chihuahua Shorthair Mix,Mix,Toy
A673656,Chihuahua Shorthair Mix,Mix,Toy
A713061,Labrador Retriever Mix,Mix,Sporting
A695521,Chihuahua Shorthair Mix,Mix,Toy
A711620,Australian Kelpie Mix,Mix,Working
A700856,Shih Tzu,Toy,Toy
A677017,Chihuahua Shorthair,Toy,Toy
A665992,Pit Bull Mix,Mix,Pit Bull
A674632,Dachshund,Hound,Hound
A703935,Chihuahua Shorthair Mix,Mix,Toy
A705554,Border Collie Mix,Mix,Herding
A698431,Chihuahua Shorthair Mix,Mix,Toy
A587190,Brittany Mix,Mix,Sporting
A683181,Jack Russell Terrier Mix,Unknown,Mix
A707232,Jack Russell Terrier/Chihuahua Shorthair,Unknown,Toy
A701284,Bloodhound Mix,Mix,Hound
A687218,Border Collie Mix,Mix,Herding
A713771,Boxer Mix,Mix,Working
A657811,German Shepherd Mix,Mix,Herding
A674190,Pit Bull,Pit Bull,Pit Bull
A673367,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A692162,Pit Bull Mix,Mix,Pit Bull
A714420,Catahoula/Whippet,Herding,Hound
A693597,Chihuahua Shorthair Mix,Mix,Toy
A698523,Australian Shepherd Mix,Mix,Herding
A678398,Rottweiler Mix,Mix,Working
